listening_hours,skip_ratio,playlist_created,days_since_login,premium_days,liked_songs,podcast_usage,social_shares,churn
6.131732442966756,0.5883963291200182,8,6,894,191,0,4,0
19.888849350577445,0.4937655059992558,4,17,27,210,0,4,0
8.723590840811543,0.17821938900155876,6,3,383,226,1,3,0
9.96326014910493,0.23288161677114486,9,31,605,193,1,3,0
14.399060247127558,0.027253469777944225,7,51,450,216,0,1,1
17.80961731227937,0.10691028075308782,6,47,444,193,0,5,0
3.7694989346058208,0.4624101172349735,8,42,742,173,1,1,0
17.885886282255758,0.25862377893184263,3,1,977,203,1,3,0
9.73577643988146,0.6415264099717153,11,35,613,188,1,5,1
8.939738041127441,0.10735747350934016,8,20,251,177,0,4,0
19.759029075128225,0.4306120787397802,13,41,183,222,1,5,0
18.61833666089919,0.17802877260437858,8,51,185,206,0,3,1
20.78103026189816,0.520386688139725,4,19,890,196,0,3,0
5.621637593722944,0.17945568938777437,7,40,22,174,0,2,1
10.812022162892069,0.24090647717496397,4,39,497,206,1,4,1
10.6636139361921,0.2135431596857818,9,25,493,201,1,3,0
12.545473718141876,0.18101675503965484,8,31,411,185,1,3,0
5.46173504520491,0.21212066899555646,3,20,698,197,0,4,0
9.98325666582052,0.5523118653353596,9,26,714,185,1,5,0
17.797525417719903,0.1929301427469173,9,16,188,213,1,1,0
22.10158866742921,0.3853630362401685,14,22,195,203,0,1,0
4.726273074360107,0.18343820351855517,9,51,612,189,0,5,1
9.29205817594338,0.4133716498200278,7,37,43,189,0,4,1
7.32188325679098,0.09853972589009984,9,34,506,202,0,4,1
21.509221108554677,0.3094962980979323,9,11,267,203,0,3,1
13.98365179372108,0.15904078105824346,7,26,711,173,1,3,0
13.565060275857189,0.1585386726948483,16,17,434,183,0,4,0
11.929076001281427,0.604922907354187,10,0,711,182,0,3,0
15.46906135663972,0.20897592429356227,16,46,479,203,1,4,1
6.652926755154885,0.16334771707150764,6,9,52,189,0,4,1
14.265498292910927,0.37683065784532405,8,42,197,183,0,4,0
17.749919561324372,0.03975750388819711,7,59,851,182,1,2,0
15.10723651512952,0.6261110112885454,8,56,122,171,1,3,1
7.892644232251215,0.390153120004422,10,1,411,200,1,3,0
13.116517278184103,0.14082599346269206,7,57,154,197,1,3,1
23.481725505180517,0.24800515581455634,14,31,118,197,0,3,0
4.525646976510537,0.3506663590408187,4,39,930,206,0,2,0
13.555726279802835,0.26818962240115574,11,48,626,196,0,0,0
14.434610813510819,0.2337543518715484,7,6,63,184,1,1,0
5.783819183157019,0.4894771933316088,9,15,899,194,0,0,0
6.648029368078295,0.11765048174865361,9,55,716,184,1,2,1
6.379304432562371,0.058363666605214505,7,8,241,208,0,2,0
7.107083856589068,0.29036756243001266,8,38,913,210,1,2,1
6.432376369200383,0.2698114784685881,13,20,874,202,0,6,0
16.523307742299913,0.11603665754516897,7,6,776,218,1,6,0
13.191813246416794,0.3721931492919881,10,59,906,193,0,6,0
19.535188370812918,0.4873221172759341,7,28,46,184,0,3,0
12.213738315144845,0.1930396968595507,6,32,478,205,1,0,0
0.0,0.13503216544083702,8,6,85,232,1,0,0
5.811391872998426,0.45934818922801623,10,29,401,194,1,5,1
12.19879326714506,0.3998566289665481,10,52,585,233,0,2,1
14.236048779718512,0.11872897507284882,10,46,305,160,1,2,0
8.288862108850811,0.38206026619088534,5,6,581,173,1,5,0
21.54442680408735,0.23590447327993977,3,24,760,206,0,3,0
13.207788841830741,0.18943065381896868,6,19,564,200,0,8,0
2.2341155477275176,0.04910458446785396,6,38,96,222,0,1,1
24.848701173156105,0.11231609498794962,4,58,402,197,0,6,0
12.355128952422177,0.4106847169731951,8,50,290,187,1,3,1
2.440025597938824,0.3875610921565509,8,32,878,202,0,5,1
15.025514703461393,0.6125274245586586,10,6,226,185,1,4,0
17.05939177691603,0.18214017968566104,7,50,176,195,1,6,0
14.638834041607744,0.1203741446036555,7,14,423,185,1,2,0
10.418871738341352,0.13935102403985516,13,49,576,220,0,2,1
14.064794021071483,0.4038980516359394,7,0,537,221,1,2,0
10.735542552909022,0.3168438108246984,8,47,874,199,1,4,1
8.589277840609244,0.14946368640227056,4,48,315,201,0,7,1
21.51889668045998,0.15034001188850318,9,53,465,196,0,5,0
9.623175853933754,0.38457742427135444,12,44,414,194,1,2,1
12.897902058090216,0.15279929663441186,8,10,978,217,0,4,0
11.012288231713146,0.3653414636710751,6,4,406,230,0,2,0
9.802964127814857,0.5049684363709016,10,27,15,205,0,3,1
7.237601455736025,0.1074394864140483,10,33,438,194,1,1,0
20.84425283056597,0.25861599712259165,5,42,651,168,0,4,0
7.805535457364381,0.37117230224972986,4,49,150,197,1,3,1
13.688535764249657,0.10016174107673659,9,26,810,209,0,4,0
13.041613077929362,0.3175849051259048,12,48,364,201,0,4,0
0.0,0.27928622438326683,15,21,860,221,0,4,0
15.566632617342208,0.11241331580599977,9,14,614,197,1,7,0
13.21963376562714,0.41728304682012357,8,17,265,207,0,2,1
13.96366682073385,0.4035863725370029,8,56,449,211,1,5,0
9.342179682276758,0.21062986550280396,12,30,454,196,1,1,0
13.316052252744441,0.06792298641288573,8,54,161,193,0,2,1
13.533085881915651,0.26090606342045974,8,38,555,189,1,1,1
16.61765119831717,0.17630450168143028,9,3,325,202,0,3,0
16.154454002276424,0.2457207456470449,6,36,930,212,0,3,0
9.835664048303776,0.44107856758279895,4,52,384,198,1,4,0
7.730182216469969,0.3854464456284983,8,56,605,191,0,3,1
19.20853124321173,0.16566360962197915,11,58,959,204,0,2,1
14.073758869262896,0.6449861303609337,5,29,63,203,0,4,1
25.06347873914908,0.145521460593873,7,30,202,174,1,0,0
15.46746367920026,0.1762347287273961,8,24,782,207,1,2,0
16.25348761381414,0.13001883355700544,10,32,980,190,1,5,0
0.0,0.5410445258241116,8,16,293,179,1,4,0
4.092202698161845,0.1589202430580861,6,40,591,211,1,6,1
9.273728233122682,0.15132809487050095,7,32,173,193,0,3,0
8.939228670158085,0.5410099851156102,5,27,959,206,1,4,0
6.782531945438588,0.46598911225644674,5,59,784,210,0,6,1
25.11395668900785,0.154528270767083,11,12,682,188,0,3,0
11.466113919922542,0.29807402675652067,10,20,715,192,0,7,0
7.368465776208179,0.16117296239188916,11,9,243,212,0,0,0
6.430566904641376,0.45291421063379356,10,17,100,220,1,3,1
7.627273515817721,0.12940125345818887,10,22,973,209,1,3,0
11.799701984368332,0.07802497053477452,8,4,238,197,1,4,0
9.862864199195812,0.21388173464792049,11,0,375,218,0,1,0
14.953793894191083,0.1834086876105625,10,40,139,187,0,2,1
1.6788272606635744,0.12572809966711923,8,28,859,176,0,2,0
12.426205998028177,0.2494628043768256,11,38,890,188,1,2,0
20.28922899295346,0.252797551612995,9,34,172,208,0,4,0
20.047304077836433,0.15814535275087166,13,1,829,183,0,1,0
11.710546324606309,0.11643314384112083,11,35,983,206,1,3,0
5.1766387823011595,0.030285390692081936,4,41,211,204,1,2,1
8.716457319919975,0.13746373635352713,5,10,447,194,0,6,0
8.952140955148534,0.29629014085491256,8,1,286,211,0,5,0
20.248437377979915,0.2443486541826618,12,45,752,189,0,3,0
2.882300598962374,0.15867538001307768,10,8,530,183,1,1,0
7.175190063657502,0.4799244179248774,4,15,399,206,1,2,0
9.548239221730885,0.18484319514267597,10,30,536,199,0,5,0
15.674895016663688,0.03294394107570656,8,38,947,224,1,7,0
15.448552864138254,0.2189308807116914,9,23,990,192,1,1,0
11.593759877645775,0.1955413275674732,10,38,104,202,0,4,1
5.246573756937716,0.12566478357250083,16,19,244,207,1,3,1
3.0863188129357493,0.30375880664609384,8,26,290,211,0,0,1
20.0028519560961,0.5401595039819006,14,21,424,214,1,2,0
20.87551736596692,0.36077947468415317,12,40,398,193,1,1,0
11.563775500063558,0.33340575698204755,8,31,688,184,1,0,1
7.964550372459106,0.4777387809636014,6,17,982,203,1,2,0
15.485374659234832,0.24327111920078381,8,48,874,202,0,2,1
13.44666064609774,0.26347587103757897,10,50,645,194,0,6,1
9.512247629725604,0.31681810170997476,13,13,335,209,0,0,0
18.057724397681056,0.382994941063692,9,27,885,197,1,3,0
10.453796812020451,0.2021554761560463,10,40,615,205,1,2,0
5.417883379361697,0.4429805998043405,10,25,273,216,1,1,0
15.226263100128271,0.07235781517038986,7,44,317,176,0,2,0
14.454826290594301,0.6996666915890355,9,10,716,200,0,1,0
9.110441400364651,0.26584206880759204,5,19,704,200,1,3,0
19.998995950400726,0.0648545634403385,7,36,813,182,0,4,0
10.224607943999267,0.04579079627767031,14,14,735,202,0,0,0
13.357707528045019,0.21588325675375444,7,16,270,220,1,2,0
12.589900496204544,0.5435715778122151,10,52,386,216,1,4,1
16.026559141789875,0.45435765873668205,9,1,367,212,0,5,0
15.856342908930328,0.31284037882582655,4,17,324,210,0,1,0
12.308749319006852,0.3629035653432346,7,22,33,218,1,5,0
8.581307816610448,0.36871865544289134,7,47,657,207,1,2,0
12.57754187774886,0.4398277442676183,8,58,424,201,0,1,1
8.179120729190874,0.27233066432380587,5,39,84,206,0,2,1
10.650298245243526,0.04646856334333344,20,28,411,190,1,1,0
7.104721813051154,0.3283995340683435,7,47,992,167,1,3,0
8.615913496675823,0.4833920861261815,5,16,491,209,0,3,1
5.447656219531893,0.36562673473251917,6,13,678,185,0,1,0
20.143295185902872,0.16045188398929286,10,40,113,210,1,3,0
13.306746042439405,0.17160794519540243,9,26,137,198,0,6,0
14.144026146533177,0.3059049844021054,7,1,738,190,0,5,0
10.236958654732748,0.31580714313153085,10,50,120,191,1,5,1
14.500111340043249,0.3498669791690455,10,21,258,214,0,1,0
7.273234455842472,0.27234673369813694,6,7,986,217,1,5,0
8.206593815752635,0.48515326915888296,11,42,967,199,1,2,1
6.1098223561571015,0.5421598410047597,9,37,435,175,0,2,0
19.457365844648713,0.44327926664921585,10,27,139,232,1,7,0
12.507722374810449,0.4919335782047921,7,12,843,214,1,3,0
11.13078063054919,0.1677848490159449,9,5,693,218,0,0,0
15.908357391047037,0.08295397446943498,6,3,810,188,1,1,0
0.0,0.3221436472928227,6,38,314,206,0,4,1
13.326691147643967,0.32307368133320197,5,6,272,199,0,2,1
8.728359068601169,0.3785374036412587,6,30,883,178,1,4,0
10.559905341180409,0.3189526916553521,4,28,279,202,0,3,1
6.674324284435571,0.48537206309615666,14,34,204,191,0,4,1
13.82005662826428,0.2757546460957874,8,40,584,214,1,4,1
15.622222222942991,0.3660806985250887,10,55,786,197,0,4,1
15.029870459194775,0.4594086584646181,12,25,459,193,0,4,0
10.279597601769103,0.21420703856015405,7,30,936,219,1,1,0
10.877843035478431,0.3739727955774409,3,24,585,212,0,3,0
7.524421322438896,0.09486163149813226,5,45,858,214,1,1,1
14.285345179782595,0.2992802967151362,11,56,634,186,1,3,1
11.674099403127466,0.11962499259992,13,34,288,215,1,7,1
12.776670844415863,0.11808296938291124,7,19,345,207,0,0,1
10.95757367352104,0.1985003353067328,10,11,1,181,1,0,0
13.911614547071466,0.12333914496717954,7,3,138,204,1,3,0
20.071544472754404,0.36825146499221506,9,22,153,219,0,1,1
0.0,0.19490296686655112,9,28,588,223,0,1,0
0.0,0.4395684626786864,7,31,900,206,1,3,0
21.604533661913546,0.41331263134574425,10,45,610,197,1,2,0
4.710540360943735,0.3341379577946813,7,33,571,202,1,1,0
4.865756692956916,0.20733614386991017,5,39,159,210,1,3,1
18.875594426962344,0.4470192198187483,4,56,311,212,1,5,1
7.170793538001471,0.4148660466967428,10,48,510,201,1,4,1
23.130818784308133,0.23410039319887138,7,7,855,194,1,3,0
17.02894121957963,0.10737984295599277,4,57,712,179,0,2,1
13.846638826212725,0.23722003636524225,4,42,818,186,0,0,1
4.10946124572105,0.5787367896743848,7,20,178,219,1,4,1
6.565199363683732,0.3168303460789017,7,40,951,207,0,5,0
16.085661322157538,0.3518663422976258,8,29,885,208,0,2,0
17.351839533054118,0.3936183763607108,3,46,778,195,1,2,0
19.35166390154702,0.5730135549131196,9,50,872,206,0,0,1
7.225752435619391,0.3646098495420167,13,2,608,195,0,3,0
14.792291502764359,0.054394318220603075,12,49,201,173,1,8,0
15.545804304822791,0.4841506618689475,8,50,947,220,1,1,1
15.736004764031762,0.3232132622666396,8,6,359,176,0,0,0
19.523129533988882,0.14184482273656399,5,7,962,188,0,5,0
5.38329400556144,0.5292492359766747,4,47,713,215,0,2,1
8.262829183971757,0.1824806461961013,9,34,603,196,0,7,0
17.324276635870067,0.269096974716664,7,3,166,201,0,3,0
15.116865015568504,0.08363080845756773,9,35,136,211,1,4,0
17.073767563502642,0.6316014332754579,5,35,809,192,0,2,1
19.971130904067184,0.28926551277753215,10,54,44,214,0,1,1
4.155669676542393,0.6745560768359466,10,10,643,214,1,2,0
18.835107062070882,0.49989782711506286,13,22,387,205,1,4,0
13.604893281837212,0.5613451488785456,6,57,652,206,1,3,1
15.626641749935082,0.44163092241945107,8,44,0,178,0,4,1
10.180366023172901,0.39839419445058305,2,49,755,212,1,2,0
14.199890116551156,0.22598140526564467,7,48,997,199,1,3,0
8.209373381894299,0.09546685594254742,8,22,931,212,0,5,0
3.4558450945535455,0.2070759171215589,14,48,135,200,0,6,1
20.421987320876063,0.2731803694066176,5,8,342,206,1,4,0
8.869429435400697,0.06932481944607452,9,42,906,184,0,5,0
8.008483518618334,0.17024451218294245,3,31,192,203,1,2,0
15.963588819397318,0.4557380361843162,4,32,881,186,1,3,0
8.821942648157476,0.155398783484207,8,59,103,200,1,7,1
0.0,0.09137171072284042,7,25,693,192,0,2,1
14.521955432985623,0.04802791026372065,7,27,188,209,0,3,1
19.28958578117397,0.30347936094013916,3,32,596,215,0,2,0
12.480544274927054,0.09106346446373442,7,38,259,193,1,0,1
11.521477450218518,0.25639929482047247,8,8,344,214,0,4,0
7.255904743829777,0.34459149875252626,6,49,967,186,0,1,1
16.472458399407493,0.4633392430169428,10,1,713,204,1,2,0
4.269790638134288,0.03808760317340362,11,21,665,208,0,2,0
9.515562337725225,0.08091584811847256,6,40,491,204,0,3,0
10.254970735052648,0.3192309426162383,7,3,519,223,0,1,0
4.101520849925391,0.314715910247921,6,26,671,189,0,3,1
4.277167475935622,0.27879155463161276,3,11,48,222,0,7,0
10.114350775399213,0.39169280197709544,7,40,434,217,0,2,1
1.3695892481202865,0.4170301932128244,5,20,117,197,0,1,1
5.625509585094641,0.4698760851805245,8,38,859,204,0,2,1
13.837004445670958,0.17805449736242898,9,57,508,197,1,1,1
7.384892567738997,0.08743611460465382,10,7,29,195,1,2,0
11.081471703523318,0.21176489588917716,6,11,883,185,1,3,0
15.613556820697731,0.15314025565465805,10,10,354,220,1,3,0
6.857973733975232,0.4424556572049998,6,38,569,199,0,0,0
13.465153942295437,0.231351177913545,8,43,150,198,1,1,1
20.574392504226072,0.26956708146876457,9,54,657,191,0,5,0
2.293876456467501,0.6269777413434334,8,59,791,186,1,4,1
14.446865531561548,0.14695255124759404,6,0,129,207,0,4,0
9.76300433997374,0.5209486359551383,11,42,711,225,0,5,0
12.218675961276436,0.2124795168503342,10,15,14,194,0,2,1
18.040108010785904,0.19020557226396947,5,1,595,183,0,2,1
12.755827515790449,0.08368860635925333,9,1,988,202,0,2,0
12.191170691831474,0.4719734282514914,13,32,51,209,1,4,1
22.252111036812536,0.28873675932710946,11,2,351,225,0,4,0
1.4716239150273047,0.10619586669034883,12,54,401,189,1,1,1
